timestamps population node_ids
1.75 lgn 0
2.25 lgn 0
2.5 lgn 0
3.25 lgn 0
4.25 lgn 0
4.5 lgn 0
4.75 lgn 0
7.0 lgn 0
8.25 lgn 0
10.25 lgn 0
10.75 lgn 0
11.5 lgn 0
12.25 lgn 0
12.5 lgn 0
12.75 lgn 0
13.5 lgn 0
14.75 lgn 0
15.0 lgn 0
16.5 lgn 0
18.25 lgn 0
19.5 lgn 0
20.75 lgn 0
21.0 lgn 0
22.5 lgn 0
23.5 lgn 0
25.5 lgn 0
27.75 lgn 0
29.75 lgn 0
30.0 lgn 0
30.25 lgn 0
30.75 lgn 0
31.25 lgn 0
32.0 lgn 0
32.25 lgn 0
32.75 lgn 0
34.5 lgn 0
35.25 lgn 0
36.0 lgn 0
36.5 lgn 0
38.5 lgn 0
39.75 lgn 0
40.5 lgn 0
43.25 lgn 0
45.25 lgn 0
46.25 lgn 0
47.25 lgn 0
49.75 lgn 0
50.0 lgn 0
51.75 lgn 0
53.25 lgn 0
53.75 lgn 0
54.75 lgn 0
55.0 lgn 0
57.25 lgn 0
59.25 lgn 0
59.5 lgn 0
59.75 lgn 0
60.5 lgn 0
60.75 lgn 0
63.25 lgn 0
66.0 lgn 0
66.25 lgn 0
67.75 lgn 0
68.0 lgn 0
68.75 lgn 0
69.0 lgn 0
69.25 lgn 0
70.25 lgn 0
70.75 lgn 0
71.0 lgn 0
71.75 lgn 0
72.25 lgn 0
73.0 lgn 0
73.25 lgn 0
73.5 lgn 0
74.5 lgn 0
75.5 lgn 0
77.0 lgn 0
77.5 lgn 0
79.0 lgn 0
80.25 lgn 0
81.5 lgn 0
82.0 lgn 0
83.25 lgn 0
83.5 lgn 0
85.25 lgn 0
86.0 lgn 0
87.25 lgn 0
88.5 lgn 0
88.75 lgn 0
89.0 lgn 0
90.5 lgn 0
91.5 lgn 0
91.75 lgn 0
93.5 lgn 0
93.75 lgn 0
94.5 lgn 0
95.0 lgn 0
98.5 lgn 0
99.0 lgn 0
101.0 lgn 0
104.25 lgn 0
104.5 lgn 0
105.0 lgn 0
106.25 lgn 0
108.5 lgn 0
109.25 lgn 0
110.0 lgn 0
110.25 lgn 0
111.0 lgn 0
112.5 lgn 0
112.75 lgn 0
113.0 lgn 0
113.5 lgn 0
115.0 lgn 0
116.5 lgn 0
116.75 lgn 0
117.75 lgn 0
118.25 lgn 0
118.75 lgn 0
121.0 lgn 0
121.5 lgn 0
122.0 lgn 0
122.25 lgn 0
123.0 lgn 0
123.5 lgn 0
124.5 lgn 0
125.25 lgn 0
126.25 lgn 0
126.5 lgn 0
126.75 lgn 0
127.0 lgn 0
127.25 lgn 0
127.75 lgn 0
128.5 lgn 0
128.75 lgn 0
129.25 lgn 0
129.75 lgn 0
130.5 lgn 0
131.5 lgn 0
132.0 lgn 0
132.5 lgn 0
133.75 lgn 0
135.0 lgn 0
136.0 lgn 0
136.75 lgn 0
137.25 lgn 0
137.5 lgn 0
137.75 lgn 0
138.0 lgn 0
138.5 lgn 0
139.0 lgn 0
140.5 lgn 0
141.0 lgn 0
142.5 lgn 0
142.75 lgn 0
143.0 lgn 0
145.0 lgn 0
146.0 lgn 0
148.25 lgn 0
150.0 lgn 0
150.75 lgn 0
151.75 lgn 0
152.0 lgn 0
152.25 lgn 0
152.5 lgn 0
152.75 lgn 0
153.0 lgn 0
153.25 lgn 0
153.75 lgn 0
154.0 lgn 0
157.25 lgn 0
159.5 lgn 0
160.0 lgn 0
160.25 lgn 0
160.75 lgn 0
164.25 lgn 0
165.25 lgn 0
165.5 lgn 0
166.0 lgn 0
168.5 lgn 0
171.0 lgn 0
171.75 lgn 0
172.75 lgn 0
174.0 lgn 0
175.75 lgn 0
176.5 lgn 0
177.25 lgn 0
177.5 lgn 0
178.75 lgn 0
179.75 lgn 0
180.25 lgn 0
181.25 lgn 0
181.75 lgn 0
183.75 lgn 0
184.25 lgn 0
185.0 lgn 0
185.75 lgn 0
186.0 lgn 0
189.0 lgn 0
189.75 lgn 0
190.0 lgn 0
190.25 lgn 0
190.5 lgn 0
191.0 lgn 0
191.5 lgn 0
196.25 lgn 0
197.0 lgn 0
198.75 lgn 0
199.0 lgn 0
201.5 lgn 0
201.75 lgn 0
203.0 lgn 0
203.25 lgn 0
203.75 lgn 0
205.5 lgn 0
207.25 lgn 0
208.25 lgn 0
208.5 lgn 0
209.25 lgn 0
209.5 lgn 0
211.0 lgn 0
214.25 lgn 0
214.5 lgn 0
217.0 lgn 0
217.5 lgn 0
217.75 lgn 0
218.75 lgn 0
220.5 lgn 0
221.5 lgn 0
224.0 lgn 0
224.75 lgn 0
225.0 lgn 0
226.0 lgn 0
226.5 lgn 0
227.0 lgn 0
227.25 lgn 0
228.5 lgn 0
230.0 lgn 0
231.0 lgn 0
231.75 lgn 0
232.5 lgn 0
232.75 lgn 0
235.0 lgn 0
235.5 lgn 0
235.75 lgn 0
236.5 lgn 0
239.25 lgn 0
240.25 lgn 0
241.5 lgn 0
241.75 lgn 0
243.5 lgn 0
244.0 lgn 0
245.0 lgn 0
246.75 lgn 0
247.25 lgn 0
247.75 lgn 0
249.25 lgn 0
251.5 lgn 0
252.25 lgn 0
252.5 lgn 0
253.25 lgn 0
253.75 lgn 0
254.5 lgn 0
254.75 lgn 0
255.25 lgn 0
255.75 lgn 0
257.5 lgn 0
257.75 lgn 0
258.0 lgn 0
258.75 lgn 0
259.25 lgn 0
260.0 lgn 0
262.25 lgn 0
263.5 lgn 0
264.5 lgn 0
264.75 lgn 0
265.0 lgn 0
266.0 lgn 0
267.5 lgn 0
269.25 lgn 0
269.75 lgn 0
270.5 lgn 0
272.0 lgn 0
274.75 lgn 0
275.0 lgn 0
276.5 lgn 0
276.75 lgn 0
277.75 lgn 0
278.5 lgn 0
279.75 lgn 0
280.25 lgn 0
282.0 lgn 0
282.5 lgn 0
285.0 lgn 0
286.5 lgn 0
287.0 lgn 0
287.5 lgn 0
289.75 lgn 0
291.0 lgn 0
292.5 lgn 0
293.5 lgn 0
294.0 lgn 0
294.75 lgn 0
296.75 lgn 0
297.0 lgn 0
297.75 lgn 0
298.75 lgn 0
299.0 lgn 0
299.25 lgn 0
299.75 lgn 0
302.25 lgn 0
302.75 lgn 0
304.75 lgn 0
305.25 lgn 0
305.5 lgn 0
306.25 lgn 0
306.75 lgn 0
307.0 lgn 0
307.5 lgn 0
308.75 lgn 0
309.5 lgn 0
310.0 lgn 0
311.25 lgn 0
312.75 lgn 0
313.5 lgn 0
313.75 lgn 0
314.5 lgn 0
314.75 lgn 0
315.5 lgn 0
315.75 lgn 0
317.5 lgn 0
318.0 lgn 0
318.5 lgn 0
320.25 lgn 0
320.5 lgn 0
321.25 lgn 0
322.0 lgn 0
323.25 lgn 0
323.5 lgn 0
327.5 lgn 0
327.75 lgn 0
329.25 lgn 0
330.5 lgn 0
330.75 lgn 0
331.0 lgn 0
331.25 lgn 0
333.75 lgn 0
334.25 lgn 0
334.5 lgn 0
336.0 lgn 0
336.5 lgn 0
338.0 lgn 0
339.25 lgn 0
340.25 lgn 0
341.5 lgn 0
342.25 lgn 0
342.5 lgn 0
342.75 lgn 0
346.25 lgn 0
347.25 lgn 0
348.0 lgn 0
350.0 lgn 0
351.25 lgn 0
